CONCEPT	DOCULECT	COUNTERPART	TOKENS	CONCEPT_LIST
1138	(sb, mammal) bite (sb)	Jamsay_Douentza	cɛ́rɛ́	tʃ ɛ́ r ɛ́	DB
1139	(sb, mammal) bite (sb)	Jamsay_Mondoro	cɛ́rɛ́	tʃ ɛ́ r ɛ́	DB
1140	(sb, mammal) bite (sb)	Mombo	núŋgɛ́	n ú ŋ ɡ ɛ́	DB
1141	(sb, mammal) bite (sb)	Najamba	kɛ́rɛ́	k ɛ́ r ɛ́	DB
1142	(sb, mammal) bite (sb)	Nanga	kúwó	k ú w ó	DB
1143	(sb, mammal) bite (sb)	Penange	núŋgɛ́	n ú ŋ ɡ ɛ́	DB
1144	(sb, mammal) bite (sb)	Perge_Tegu	kɛ́rɛ́	k ɛ́ r ɛ́	DB
1145	(sb, mammal) bite (sb)	Sangha_So	kɛ́rú	k ɛ́ r ú	DB
1146	(sb, mammal) bite (sb)	Tebul_Ure	cɛ́rɛ́	tʃ ɛ́ r ɛ́	DB
1147	(sb, mammal) bite (sb)	Tiranige	cɛ́rɔ́	tʃ ɛ́ r ɔ́	DB
1148	(sb, mammal) bite (sb)	Togo_Kan	kɛ́rɛ́	k ɛ́ r ɛ́	DB
1149	(sb, mammal) bite (sb)	Tommo_So	kɛ́rɛ́	k ɛ́ r ɛ́	DB
1150	(sb, mammal) bite (sb)	Toro_Tegu	cɛ́rá	tʃ ɛ́ r á	DB
1151	(sb, mammal) bite (sb)	Toro_Tegu	cɛ́rú	tʃ ɛ́ r ú	DB
1152	(sb, mammal) bite (sb)	Yanda_Dom	kɛ́dálì	k ɛ́ d á l ì	DB
1153	(sb, mammal) bite (sb)	Yanda_Dom	kɛ́dɛ́	k ɛ́ d ɛ́	DB
1154	(sb, mammal) bite (sb)	Yorno_So	kɛ́rɛ́	k ɛ́ r ɛ́	DB
1155	(sb, sth) be on (e.g. roof, tree)	Jamsay_Douentza	nà:	n àː	DB
1156	(sb, sth) be on (e.g. roof, tree)	Jamsay_Mondoro	nà:	n àː	DB
1157	(sb, sth) be on (e.g. roof, tree)	Najamba	ságà	s á ɡ à	DB
1158	(sb, sth) be on (e.g. roof, tree)	Nanga	yá nàŋà	j á 	DB
1159	(sb, sth) be on (e.g. roof, tree)	Perge_Tegu	yá nàŋgà	j á 	DB
1160	(sb, sth) be on (e.g. roof, tree)	Tebul_Ure	yé nàŋgà	j é 	DB
1161	(sb, sth) be on (e.g. roof, tree)	Tiranige	dáŋgà	d á ŋ ɡ à	DB
1162	(sb, sth) be on (e.g. roof, tree)	Tiranige	dáŋgíyó	d á ŋ ɡ í j ó	DB
1163	(sb, sth) be on (e.g. roof, tree)	Togo_Kan	náŋà	n á ŋ à	DB
1164	(sb, sth) be on (e.g. roof, tree)	Tommo_So	wɔ̂	w ɔ̂	DB
1165	(sb, sth) be on (e.g. roof, tree)	Yanda_Dom	yà nàŋá	j à 	DB
1166	(sb, sth) be on (e.g. roof, tree)	Yorno_So	yàŋà	j à ŋ à	DB
1167	(sb) be (somewhere)	Jamsay_Douentza	wɔ̀	w ɔ̀	DB
1168	(sb) be (somewhere)	Perge_Tegu	wɔ̀	w ɔ̀	DB
1169	(sb) be (somewhere)	Togo_Kan	wɔ̀	w ɔ̀	DB
1170	(sb) be (somewhere)	Tommo_So	kɔ̂	k ɔ̂	DB
1171	(sb) be (somewhere)	Tommo_So	wɔ̂	w ɔ̂	DB
1172	(sb) be (somewhere)	Yorno_So	wɔ̀	w ɔ̀	DB
1173	(sb) not be (somewhere), be absent (suffixed)	Bankan_Tey	ŋ̀gǒ:	ŋ̀ ɡ ǒː	DB
1174	(sb) not be (somewhere), be absent (suffixed)	Ben_Tey	ŋ̀gó	ŋ̀ ɡ ó	DB
1175	(sb) not be (somewhere), be absent (suffixed)	Bunoge	ʔórì	ʔ ó r ì	DB
1176	(sb) not be (somewhere), be absent (suffixed)	Dogul_Dom	bùnnú èlé	b ù n n ú 	DB
1177	(sb) not be (somewhere), be absent (suffixed)	Jamsay_Douentza	wɔ̀:rɔ́	w ɔ̀ː r ɔ́	DB
1178	(sb) not be (somewhere), be absent (suffixed)	Mombo	ólì	ó l ì	DB
1179	(sb) not be (somewhere), be absent (suffixed)	Najamba	òndí	ò n d í	DB
1180	(sb) not be (somewhere), be absent (suffixed)	Najamba	òndú	ò n d ú	DB
1181	(sb) not be (somewhere), be absent (suffixed)	Nanga	ŋ̀gó	ŋ̀ ɡ ó	DB
1182	(sb) not be (somewhere), be absent (suffixed)	Penange	wǒl	w ǒ l	DB
1183	(sb) not be (somewhere), be absent (suffixed)	Perge_Tegu	ŋ̀gó	ŋ̀ ɡ ó	DB
1184	(sb) not be (somewhere), be absent (suffixed)	Tebul_Ure	ŋ̀gó	ŋ̀ ɡ ó	DB
1185	(sb) not be (somewhere), be absent (suffixed)	Togo_Kan	wɔ̀:rɔ́	w ɔ̀ː r ɔ́	DB
1186	(sb) not be (somewhere), be absent (suffixed)	Tommo_So	òndú	ò n d ú	DB
1187	(sb) not be (somewhere), be absent (suffixed)	Toro_Tegu	yⁿáŋ̀gó	jⁿ á ŋ̀ ɡ ó	DB
1188	(sb) not be (somewhere), be absent (suffixed)	Yanda_Dom	ònú	ò n ú	DB
1189	(sb) not be (somewhere), be absent (suffixed)	Yorno_So	wɔ̀lɔ́	w ɔ̀ l ɔ́	DB
1190	(single) grain, seed, nut	Ampari	sêyⁿ	s ê jⁿ	DB,SW
1191	(single) grain, seed, nut	Bangime	bùrù	b ù r ù	DB,SW
1192	(single) grain, seed, nut	Bankan_Tey	ìsâ:	ì s âː	DB,SW
1193	(single) grain, seed, nut	Ben_Tey	ìsâ:	ì s âː	DB,SW
1194	(single) grain, seed, nut	Ben_Tey	yî:	j îː	DB,SW
1195	(single) grain, seed, nut	Bunoge	sè:	s èː	DB,SW
1196	(single) grain, seed, nut	Dogul_Dom	dèné	d è n é	DB,SW
1197	(single) grain, seed, nut	Dogul_Dom	sáỳ	s á j̀	DB,SW
1198	(single) grain, seed, nut	Gourou	î:ⁿ	îːⁿ	DB,SW
1199	(single) grain, seed, nut	Jamsay_Douentza	sɛ̌yⁿ	s ɛ̌ jⁿ	DB,SW
1200	(single) grain, seed, nut	Jamsay_Mondoro	sɛ̌yⁿ	s ɛ̌ jⁿ	DB,SW
1201	(single) grain, seed, nut	Mombo	sí:	s íː	DB,SW
1202	(single) grain, seed, nut	Najamba	sê:	s êː	DB,SW
1203	(single) grain, seed, nut	Najamba	sê:ŋgò	s êː ŋ ɡ ò	DB,SW
1204	(single) grain, seed, nut	Nanga	ǹjâ	ǹ dʒ â	DB,SW
1205	(single) grain, seed, nut	Penange	sè:	s èː	DB,SW
1206	(single) grain, seed, nut	Perge_Tegu	ìšɛ̌yⁿ	ì ʃ ɛ̌ jⁿ	DB,SW
1207	(single) grain, seed, nut	Sangha_So	ìì sáá	ìː 	DB,SW
1208	(single) grain, seed, nut	Tebul_Ure	íyɛ́	í j ɛ́	DB,SW
1209	(single) grain, seed, nut	Tiranige	séŋgé	s é ŋ ɡ é	DB,SW
1210	(single) grain, seed, nut	Togo_Kan	í:ⁿ	íːⁿ	DB,SW
1211	(single) grain, seed, nut	Tommo_So	ìsǎy	ì s ǎ j	DB,SW
1212	(single) grain, seed, nut	Tommo_So	íí	íː	DB,SW
1213	(single) grain, seed, nut	Tomo_Kan_Segue	mùʔìnì	m ù ʔ ì n ì	DB,SW
1214	(single) grain, seed, nut	Toro_Tegu	ìsɛ̌yⁿ	ì s ɛ̌ jⁿ	DB,SW
1215	(single) grain, seed, nut	Yanda_Dom	é:	éː	DB,SW
1216	(single) grain, seed, nut	Yorno_So	î:	îː	DB,SW
1217	(snake) bite (sb)	Bangime	táw̃á	t á wⁿ á	DB,SW
1218	(snake) bite (sb)	Bankan_Tey	kúwó	k ú w ó	DB,SW
1219	(snake) bite (sb)	Ben_Tey	kúwó	k ú w ó	DB,SW
1220	(snake) bite (sb)	Dogul_Dom	kɛ̀rɛ́	k ɛ̀ r ɛ́	DB,SW
1221	(snake) bite (sb)	Gourou	kɛ́rɛ́	k ɛ́ r ɛ́	DB,SW
1222	(snake) bite (sb)	Jamsay_Douentza	cɛ́rɛ́	tʃ ɛ́ r ɛ́	DB,SW
1223	(snake) bite (sb)	Mombo	núŋgɛ́	n ú ŋ ɡ ɛ́	DB,SW
1224	(snake) bite (sb)	Najamba	kɛ́rɛ́	k ɛ́ r ɛ́	DB,SW
1225	(snake) bite (sb)	Nanga	kúwó	k ú w ó	DB,SW
1226	(snake) bite (sb)	Perge_Tegu	kɛ́rɛ́	k ɛ́ r ɛ́	DB,SW
1227	(snake) bite (sb)	Sangha_So	kɛ́rú	k ɛ́ r ú	DB,SW
1228	(snake) bite (sb)	Tiranige	cɛ́rɔ́	tʃ ɛ́ r ɔ́	DB,SW
1229	(snake) bite (sb)	Togo_Kan	kɛ́rɛ́	k ɛ́ r ɛ́	DB,SW
1230	(snake) bite (sb)	Tommo_So	kɛ́rɛ́	k ɛ́ r ɛ́	DB,SW
1231	(snake) bite (sb)	Toro_Tegu	cɛ́rá	tʃ ɛ́ r á	DB,SW
1232	(snake) bite (sb)	Toro_Tegu	cɛ́rú	tʃ ɛ́ r ú	DB,SW
1233	(snake) bite (sb)	Yanda_Dom	kɛ́dálì	k ɛ́ d á l ì	DB,SW
1234	(snake) bite (sb)	Yanda_Dom	kɛ́dɛ́	k ɛ́ d ɛ́	DB,SW
1235	(snake) bite (sb)	Yorno_So	kɛ́rɛ́	k ɛ́ r ɛ́	DB,SW
1236	(st) be (somewhere)	Jamsay_Douentza	kɔ̀	k ɔ̀	DB
1237	(st) be (somewhere)	Perge_Tegu	kɔ̀	k ɔ̀	DB
1238	(st) be (somewhere)	Togo_Kan	kɔ̀	k ɔ̀	DB
1239	(st) be (somewhere)	Tommo_So	kɔ̂	k ɔ̂	DB
1240	(st) be (somewhere)	Yorno_So	kɔ̀	k ɔ̀	DB
1241	(stative negative suffix or clitic)	Ampari	ndá	n d á	DB
1242	(stative negative suffix or clitic)	Ben_Tey	=rá	r á	DB
1243	(stative negative suffix or clitic)	Bunoge	=ndá	n d á	DB
1244	(stative negative suffix or clitic)	Jamsay_Douentza	=lá	l á	DB
1245	(stative negative suffix or clitic)	Najamba	ndí	n d í	DB
1246	(stative negative suffix or clitic)	Nanga	=ǹdó	ǹ d ó	DB
1247	(stative negative suffix or clitic)	Penange	ndá	n d á	DB
1248	(stative negative suffix or clitic)	Tebul_Ure	=ndà:	n d àː	DB
1249	(stative negative suffix or clitic)	Tiranige	nà	n à	DB
1250	(stative negative suffix or clitic)	Togo_Kan	=lá	l á	DB
1251	(stative negative suffix or clitic)	Tomo_Kan_Segue	lv̀	l v̀	DB
1252	(stative negative suffix or clitic)	Toro_Tegu	ŋ̀gó	ŋ̀ ɡ ó	DB
1253	(stative negative suffix or clitic)	Yanda_Dom	ń	ń	DB
1254	(stative negative suffix or clitic)	Yorno_So	=lá	l á	DB
1255	(stative positive of regular verb: tones, vocalism for e.g. CɔCɔ verb)	Jamsay_Douentza	î:	îː	DB
1256	(stative positive of regular verb: tones, vocalism for e.g. CɔCɔ verb)	Toro_Tegu	dà	d à	DB
1257	(sth) not exist, there is/are not	Bangime	béè	b êː	DB,SW
1258	(sth) not exist, there is/are not	Bankan_Tey	ŋ̀gǒ:	ŋ̀ ɡ ǒː	DB,SW
1259	(sth) not exist, there is/are not	Ben_Tey	ŋ̀gó	ŋ̀ ɡ ó	DB,SW
1260	(sth) not exist, there is/are not	Bunoge	ʔórì	ʔ ó r ì	DB,SW
1261	(sth) not exist, there is/are not	Dogul_Dom	bùnnù	b ù n n ù	DB,SW
1262	(sth) not exist, there is/are not	Gourou	kɔ̀:rɔ́	k ɔ̀ː r ɔ́	DB,SW
1263	(sth) not exist, there is/are not	Jamsay_Douentza	kɔ̀:rɔ́	k ɔ̀ː r ɔ́	DB,SW
1264	(sth) not exist, there is/are not	Jamsay_Mondoro	kɔ̀:rɔ́	k ɔ̀ː r ɔ́	DB,SW
1265	(sth) not exist, there is/are not	Mombo	kóná:ⁿ ólì	k ó n áːⁿ 	DB,SW
1266	(sth) not exist, there is/are not	Najamba	òndí	ò n d í	DB,SW
1267	(sth) not exist, there is/are not	Najamba	òndú	ò n d ú	DB,SW
1268	(sth) not exist, there is/are not	Nanga	ŋ̀gó	ŋ̀ ɡ ó	DB,SW
1269	(sth) not exist, there is/are not	Penange	wǒl	w ǒ l	DB,SW
1270	(sth) not exist, there is/are not	Perge_Tegu	ŋ̀gó	ŋ̀ ɡ ó	DB,SW
1271	(sth) not exist, there is/are not	Tebul_Ure	ŋ̀gó	ŋ̀ ɡ ó	DB,SW
1272	(sth) not exist, there is/are not	Togo_Kan	kɔ̀:rɔ́	k ɔ̀ː r ɔ́	DB,SW
1273	(sth) not exist, there is/are not	Tommo_So	òndú	ò n d ú	DB,SW
1274	(sth) not exist, there is/are not	Tommo_So	tòòlɛ́	t òː l ɛ́	DB,SW
1275	(sth) not exist, there is/are not	Toro_Tegu	yⁿáŋ̀gó	jⁿ á ŋ̀ ɡ ó	DB,SW
1276	(sth) not exist, there is/are not	Yanda_Dom	ònú	ò n ú	DB,SW
1277	(sth) not exist, there is/are not	Yorno_So	kɔ̀lɔ́	k ɔ̀ l ɔ́	DB,SW
1278	(transitive verbal derivational suffix, often opposed to mediopassive)	Ampari	dò	d ò	DB
1279	(transitive verbal derivational suffix, often opposed to mediopassive)	Ben_Tey	rv́	r v́	DB
1280	(transitive verbal derivational suffix, often opposed to mediopassive)	Bunoge	rv̀	r v̀	DB
1281	(transitive verbal derivational suffix, often opposed to mediopassive)	Najamba	r	r	DB
1282	(transitive verbal derivational suffix, often opposed to mediopassive)	Najamba	rɛ́	r ɛ́	DB
1283	(transitive verbal derivational suffix, often opposed to mediopassive)	Nanga	rí	r í	DB
1284	(transitive verbal derivational suffix, often opposed to mediopassive)	Penange	rv	r v	DB
1285	(transitive verbal derivational suffix, often opposed to mediopassive)	Perge_Tegu	rv́	r v́	DB
1286	(transitive verbal derivational suffix, often opposed to mediopassive)	Tebul_Ure	rí	r í	DB
1287	(transitive verbal derivational suffix, often opposed to mediopassive)	Tiranige	ró	r ó	DB
1288	(transitive verbal derivational suffix, often opposed to mediopassive)	Tiranige	rɔ́	r ɔ́	DB
1289	(transitive verbal derivational suffix, often opposed to mediopassive)	Togo_Kan	rv	r v	DB
1290	(transitive verbal derivational suffix, often opposed to mediopassive)	Tomo_Kan_Segue	rí	r í	DB
1291	(transitive verbal derivational suffix, often opposed to mediopassive)	Yanda_Dom	dv́	d v́	DB
1292	(transitive verbal derivational suffix, often opposed to mediopassive)	Yorno_So	rv́	r v́	DB
1293	(verbal noun suffix)	Ampari	ri	r i	DB
1294	(verbal noun suffix)	Ben_Tey	î:	îː	DB
1295	(verbal noun suffix)	Ben_Tey	ỳ	j̀	DB
1296	(verbal noun suffix)	Bunoge	nà	n à	DB
1297	(verbal noun suffix)	Jamsay_Douentza	gú	ɡ ú	DB
1298	(verbal noun suffix)	Jamsay_Douentza	ý	j́	DB
1299	(verbal noun suffix)	Jamsay_Douentza	ú	ú	DB
1300	(verbal noun suffix)	Najamba	lé	l é	DB
1301	(verbal noun suffix)	Najamba	ń	ń	DB
1302	(verbal noun suffix)	Najamba	ndá:	n d áː	DB
1303	(verbal noun suffix)	Nanga	ndɛ́	n d ɛ́	DB
1304	(verbal noun suffix)	Penange	l	l	DB
1305	(verbal noun suffix)	Perge_Tegu	gú	ɡ ú	DB
1306	(verbal noun suffix)	Perge_Tegu	ý	j́	DB
1307	(verbal noun suffix)	Perge_Tegu	ú	ú	DB
1308	(verbal noun suffix)	Tebul_Ure	lé	l é	DB
1309	(verbal noun suffix)	Tiranige	wà	w à	DB
1310	(verbal noun suffix)	Togo_Kan	í	í	DB
1311	(verbal noun suffix)	Togo_Kan	ú	ú	DB
1312	(verbal noun suffix)	Tomo_Kan_Segue	sɛ́ⁿ	s ɛ́ⁿ	DB
1313	(verbal noun suffix)	Toro_Tegu	rěŋ	r ě ŋ	DB
1314	(verbal noun suffix)	Toro_Tegu	ú	ú	DB
1315	(verbal noun suffix)	Yanda_Dom	ỳ	j̀	DB
1316	(verbal noun suffix)	Yanda_Dom	lé	l é	DB
1317	(verbal noun suffix)	Yanda_Dom	ù	ù	DB
1318	(verbal noun suffix)	Yorno_So	ý	j́	DB
1319	(verbal noun suffix)	Yorno_So	ú	ú	DB
1320	(water, grain, etc.) be in (container)	Jamsay_Douentza	yɔ́≡kùn	j ɔ́ k ù n	DB
1321	(water, grain, etc.) be in (container)	Najamba	gánà	ɡ á n à	DB
1322	(water, grain, etc.) be in (container)	Nanga	yá gàrⁿà	j á 	DB
1323	(water, grain, etc.) be in (container)	Perge_Tegu	yá≡kùn	j á k ù n	DB
1324	(water, grain, etc.) be in (container)	Tebul_Ure	yé gàrⁿà	j é 	DB
1325	(water, grain, etc.) be in (container)	Yanda_Dom	yà kún	j à 	DB
1326	(water, grain, etc.) be in (container)	Yanda_Dom	kùn	k ù n	DB
1327	(water, grain, etc.) be in (container)	Yorno_So	yá tò	j á 	DB
1328	1SG pronoun	Ampari	mi	m i	LJ
1329	1SG pronoun	Bangime	mí	m í	LJ
1330	1SG pronoun	Bankan_Tey	í	í	LJ
1331	1SG pronoun	Ben_Tey	í	í	LJ
1332	1SG pronoun	Bunoge	mì	m ì	LJ
1333	1SG pronoun	Dogul_Dom	mí	m í	LJ
1334	1SG pronoun	Jamsay_Douentza	mí	m í	LJ
1335	1SG pronoun	Jamsay_Mondoro	mí	m í	LJ
1336	1SG pronoun	Mombo	mí:	m íː	LJ
1337	1SG pronoun	Najamba	mí	m í	LJ
1338	1SG pronoun	Nanga	ǐ:ⁿ	ǐːⁿ	LJ
1339	1SG pronoun	Penange	mí	m í	LJ
1340	1SG pronoun	Perge_Tegu	mí	m í	LJ
1341	1SG pronoun	Sangha_So	mú	m ú	LJ
1342	1SG pronoun	Tebul_Ure	mí	m í	LJ
1343	1SG pronoun	Tiranige	mì	m ì	LJ
1344	1SG pronoun	Tiranige	míwⁿ	m í wⁿ	LJ
1345	1SG pronoun	Togo_Kan	íⁿ	íⁿ	LJ
1346	1SG pronoun	Tommo_So	mí	m í	LJ
1347	1SG pronoun	Tomo_Kan_Diangassagou	mí	m í	LJ
1348	1SG pronoun	Tomo_Kan_Segue	mí	m í	LJ
1349	1SG pronoun	Toro_Tegu	mí	m í	LJ
1350	1SG pronoun	Toro_Tegu	m̀ᵇí	m̀ í	LJ
1351	1SG pronoun	Yanda_Dom	mí	m í	LJ
1352	1SG pronoun	Yorno_So	mú	m ú	LJ
1353	2SG pronoun	Ampari	ó	ó	LJ
1354	2SG pronoun	Bangime	à	à	LJ
1355	2SG pronoun	Bankan_Tey	ú	ú	LJ
1356	2SG pronoun	Ben_Tey	ú	ú	LJ
1357	2SG pronoun	Bunoge	ò	ò	LJ
1358	2SG pronoun	Dogul_Dom	ó	ó	LJ
1359	2SG pronoun	Jamsay_Douentza	ú	ú	LJ
1360	2SG pronoun	Jamsay_Mondoro	í	í	LJ
1361	2SG pronoun	Mombo	ó:	óː	LJ
1362	2SG pronoun	Najamba	ó	ó	LJ
1363	2SG pronoun	Nanga	ú	ú	LJ
1364	2SG pronoun	Penange	ó	ó	LJ
1365	2SG pronoun	Perge_Tegu	ú	ú	LJ
1366	2SG pronoun	Sangha_So	ú	ú	LJ
1367	2SG pronoun	Tebul_Ure	ú	ú	LJ
1368	2SG pronoun	Tiranige	ò	ò	LJ
1369	2SG pronoun	Tiranige	ó:	óː	LJ
1370	2SG pronoun	Togo_Kan	ú	ú	LJ
1371	2SG pronoun	Tommo_So	ú	ú	LJ
1372	2SG pronoun	Tomo_Kan_Diangassagou	á	á	LJ
1373	2SG pronoun	Tomo_Kan_Segue	á	á	LJ
1374	2SG pronoun	Toro_Tegu	ú	ú	LJ
1375	2SG pronoun	Yanda_Dom	ó	ó	LJ
1376	2SG pronoun	Yorno_So	ú	ú	LJ
1377	3SG pronoun	Ampari	á	á	LJ
1378	3SG pronoun	Bangime	mì	m ì	LJ
1379	3SG pronoun	Bankan_Tey	ɛ́rⁿɛ́	ɛ́ rⁿ ɛ́	LJ
1380	3SG pronoun	Bunoge	ǎwⁿ	ǎ wⁿ	LJ
1381	3SG pronoun	Dogul_Dom	í	í	LJ
1382	3SG pronoun	Jamsay_Mondoro	ú	ú	LJ
1383	3SG pronoun	Mombo	ɛ́:	ɛ́ː	LJ
1384	3SG pronoun	Penange	ɔ̀nɔ̀	ɔ̀ n ɔ̀	LJ
1385	3SG pronoun	Sangha_So	wó	w ó	LJ
1386	3SG pronoun	Tommo_So	wó	w ó	LJ
1387	3SG pronoun	Yanda_Dom	ná	n á	LJ
1388	above (sth)	Ampari	kó: gà	k óː 	DB
1389	above (sth)	Bankan_Tey	ḿbárù wò	ḿ b á r ù 	DB
1390	above (sth)	Ben_Tey	wò	w ò	DB
1391	above (sth)	Bunoge	mbà	m b à	DB
1392	above (sth)	Jamsay_Douentza	mà máná lé	m à 	DB
1393	above (sth)	Mombo	kó:ná ńdà	k óː n á 	DB
1394	above (sth)	Najamba	mà	m à	DB
1395	above (sth)	Nanga	gà	ɡ à	DB
1396	above (sth)	Penange	dálà bà	d á l à 	DB
1397	above (sth)	Perge_Tegu	wà kù:kɛ́lɛ̀	w à 	DB
1398	above (sth)	Tebul_Ure	nɛ̀	n ɛ̀	DB
1399	above (sth)	Tiranige	ŋà	ŋ à	DB
1400	above (sth)	Togo_Kan	kûⁿ	k ûⁿ	DB
1401	above (sth)	Tommo_So	dáá nɛ	d áː 	DB
1402	above (sth)	Tommo_So	kúú nɛ	k úː 	DB
1403	above (sth)	Toro_Tegu	tùŋɔ̀	t ù ŋ ɔ̀	DB
1404	above (sth)	Yanda_Dom	nà	n à	DB
1405	above (sth)	Yorno_So	nɛ̀	n ɛ̀	DB
1406	African eggplant (similar to tomato) in two varieties	Bangime	tàŋkó	t à ŋ k ó	DB,SW
1407	African eggplant (similar to tomato) in two varieties	Bankan_Tey	cɛ́wrɛ́	tʃ ɛ́ w r ɛ́	DB,SW
1408	African eggplant (similar to tomato) in two varieties	Ben_Tey	cɛ́wrɛ́	tʃ ɛ́ w r ɛ́	DB,SW
1409	African eggplant (similar to tomato) in two varieties	Bunoge	têw	t ê w	DB,SW
1410	African eggplant (similar to tomato) in two varieties	Dogul_Dom	kɛ́lɛ̀bɛ̀	k ɛ́ l ɛ̀ b ɛ̀	DB,SW
1411	African eggplant (similar to tomato) in two varieties	Gourou	kɛ́rúwɛ́	k ɛ́ r ú w ɛ́	DB,SW
1412	African eggplant (similar to tomato) in two varieties	Jamsay_Douentza	cɛ́rɛ́wɛ́	tʃ ɛ́ r ɛ́ w ɛ́	DB,SW
1413	African eggplant (similar to tomato) in two varieties	Jamsay_Mondoro	cɛ́rɛ́wɛ́	tʃ ɛ́ r ɛ́ w ɛ́	DB,SW
1414	African eggplant (similar to tomato) in two varieties	Mombo	kélyé	k é l j é	DB,SW
1415	African eggplant (similar to tomato) in two varieties	Najamba	kɛ́lbɛ́	k ɛ́ l b ɛ́	DB,SW
1416	African eggplant (similar to tomato) in two varieties	Najamba	kɛ́lbɛ́ŋgó	k ɛ́ l b ɛ́ ŋ ɡ ó	DB,SW
1417	African eggplant (similar to tomato) in two varieties	Nanga	kɛ́wrɛ́	k ɛ́ w r ɛ́	DB,SW
1418	African eggplant (similar to tomato) in two varieties	Penange	kɛ́lbɛ́	k ɛ́ l b ɛ́	DB,SW
1419	African eggplant (similar to tomato) in two varieties	Perge_Tegu	kɛ́wrɛ́	k ɛ́ w r ɛ́	DB,SW
1420	African eggplant (similar to tomato) in two varieties	Sangha_So	kɛ́líjɛ́	k ɛ́ l í dʒ ɛ́	DB,SW
1421	African eggplant (similar to tomato) in two varieties	Tebul_Ure	kɛ́lbá	k ɛ́ l b á	DB,SW
1422	African eggplant (similar to tomato) in two varieties	Tiranige	cɛ̀llɛ́	tʃ ɛ̀ l l ɛ́	DB,SW
1423	African eggplant (similar to tomato) in two varieties	Togo_Kan	kɛ́wɛ́rɛ́	k ɛ́ w ɛ́ r ɛ́	DB,SW
1424	African eggplant (similar to tomato) in two varieties	Tommo_So	ànsààrà kɛ́lbɛ̀	à n s àː r à 	DB,SW
1425	African eggplant (similar to tomato) in two varieties	Tomo_Kan_Segue	cɛ́:lɛ́	tʃ ɛ́ː l ɛ́	DB,SW
1426	African eggplant (similar to tomato) in two varieties	Toro_Tegu	kɛ́rɛ́bɛ́rɛ́	k ɛ́ r ɛ́ b ɛ́ r ɛ́	DB,SW
1427	African eggplant (similar to tomato) in two varieties	Yanda_Dom	cɛ́lbá	tʃ ɛ́ l b á	DB,SW
1428	African eggplant (similar to tomato) in two varieties	Yorno_So	kɛ́lbɛ́	k ɛ́ l b ɛ́	DB,SW
1429	all, every	Ampari	sáw	s á w	DB,SW
1430	all, every	Bangime	páⁿ	p áⁿ	DB,SW
1431	all, every	Bankan_Tey	bê:	b êː	DB,SW
1432	all, every	Ben_Tey	dàⁿwôy	d àⁿ w ô j	DB,SW
1433	all, every	Ben_Tey	dòwôy	d ò w ô j	DB,SW
1434	all, every	Ben_Tey	náŋànà:	n á ŋ à n àː	DB,SW
1435	all, every	Ben_Tey	náŋnà:	n á ŋ n àː	DB,SW
1436	all, every	Ben_Tey	cɛ̂m	tʃ ɛ̂ m	DB,SW
1437	all, every	Ben_Tey	cɛ̂w	tʃ ɛ̂ w	DB,SW
1438	all, every	Ben_Tey	wôy	w ô j	DB,SW
1439	all, every	Bunoge	kúndú	k ú n d ú	DB,SW
1440	all, every	Bunoge	sàkáy	s à k á j	DB,SW
1441	all, every	Dogul_Dom	fú	f ú	DB,SW
1442	all, every	Gourou	kɛ̂w	k ɛ̂ w	DB,SW
1443	all, every	Jamsay_Douentza	fú:	f úː	DB,SW
1444	all, every	Jamsay_Douentza	sóy	s ó j	DB,SW
1445	all, every	Jamsay_Douentza	cɛ̂w	tʃ ɛ̂ w	DB,SW
1446	all, every	Jamsay_Mondoro	fú:	f úː	DB,SW
1447	all, every	Mombo	sélè:	s é l èː	DB,SW
1448	all, every	Najamba	dîn	d î n	DB,SW
1449	all, every	Nanga	bé:ndè	b éː n d è	DB,SW
1450	all, every	Nanga	bú	b ú	DB,SW
1451	all, every	Nanga	fú	f ú	DB,SW
1452	all, every	Nanga	kéréw	k é r é w	DB,SW
1453	all, every	Nanga	pɔ́s	p ɔ́ s	DB,SW
1454	all, every	Nanga	pú	p ú	DB,SW
1455	all, every	Penange	sèlè	s è l è	DB,SW
1456	all, every	Perge_Tegu	kéréw	k é r é w	DB,SW
1457	all, every	Perge_Tegu	kɛ̂w	k ɛ̂ w	DB,SW
1458	all, every	Perge_Tegu	pú	p ú	DB,SW
1459	all, every	Sangha_So	pùú	p ǔː	DB,SW
1460	all, every	Tiranige	címà	tʃ í m à	DB,SW
1461	all, every	Togo_Kan	sâⁿ	s âⁿ	DB,SW
1462	all, every	Tommo_So	kɛ́m	k ɛ́ m	DB,SW
1463	all, every	Toro_Tegu	kěylèyà:fú:	k ě j l è j àː f úː	DB,SW
1464	all, every	Toro_Tegu	kǒwlèyà:fú:	k ǒ w l è j àː f úː	DB,SW
1465	all, every	Toro_Tegu	cěwlà:fú:	tʃ ě w l àː f úː	DB,SW
1466	all, every	Toro_Tegu	cɛ̌yyà:fú:	tʃ ɛ̌ j j àː f úː	DB,SW
1467	all, every	Yanda_Dom	pú	p ú	DB,SW
1468	all, every	Yanda_Dom	cɛ̂m	tʃ ɛ̂ m	DB,SW
1469	all, every	Yorno_So	pú	p ú	DB,SW
1470	also, too	Ampari	be	b e	DB
1471	also, too	Bankan_Tey	kálà	k á l à	DB
